Semester: Fall 2023; Course: Course; Title: Title; Units: Units; Lec/Sec: Lec/Sec; Days: Days; Begin: Begin; End: End; Bldg/Room: Bldg/Room; Location: Location; Instructor(s): Instructor(s); 
Semester: Spring 2024; Course: 62142; Title: Digital Photography I; Units: 10.0; Lec/Sec: A; Days: TR; Begin: 08:00AM; End: 10:50AM; Bldg/Room: MM B2; Location: Pittsburgh, Pennsylvania; Instructor(s): Mantle; 
Semester: Spring 2024; Course: 62142; Title: Digital Photography I; Units: 10.0; Lec/Sec: B; Days: TR; Begin: 02:00PM; End: 04:50PM; Bldg/Room: MM B2; Location: Pittsburgh, Pennsylvania; Instructor(s): Blum; 
Semester: Spring 2024; Course: 62150; Title: IDeATe Portal: Introduction to Media Synthesis and Analysis:; Units: 10.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 62150; Title: Introduction to Textile Media; Units: 10.0; Lec/Sec: A; Days: MW; Begin: 02:00PM; End: 03:50PM; Bldg/Room: HL 106B; Location: Pittsburgh, Pennsylvania; Instructor(s): Pinchuk; 
Semester: Spring 2024; Course: 62150; Title: IDeATe Portal: Introduction to Media Synthesis and Analysis:; Units: 10.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 62150; Title: Life in the Digital Factory: Spatial Storytelling about Computational Landscapes; Units: 10.0; Lec/Sec: C; Days: MW; Begin: 12:00PM; End: 01:50PM; Bldg/Room: HL 106B; Location: Pittsburgh, Pennsylvania; Instructor(s): Nisa; 
Semester: Spring 2024; Course: 62194; Title: Intro to Writing the Television Pilot; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 11:00AM; End: 12:20PM; Bldg/Room: BH 154A; Location: Pittsburgh, Pennsylvania; Instructor(s): Norman-Hunt; 
Semester: Spring 2024; Course: 62194; Title: Intro to Writing the Television Pilot; Units: 9.0; Lec/Sec: B; Days: TR; Begin: 09:30AM; End: 10:50AM; Bldg/Room: PCA 231; Location: Pittsburgh, Pennsylvania; Instructor(s): Handel; 
Semester: Spring 2024; Course: 62195; Title: Comedy Writing; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 02:00PM; End: 03:20PM; Bldg/Room: PH A20; Location: Pittsburgh, Pennsylvania; Instructor(s): Olah; 
Semester: Spring 2024; Course: 62195; Title: Comedy Writing; Units: 9.0; Lec/Sec: B; Days: TR; Begin: 02:00PM; End: 03:20PM; Bldg/Room: PCA 103; Location: Pittsburgh, Pennsylvania; Instructor(s): Swenson; 
Semester: Spring 2024; Course: 62236; Title: Kiln 1: Fusing and Casting:; Units: 3.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 62236; Title: TBA; Units: 3.0; Lec/Sec: A; Days: W; Begin: 09:30AM; End: 12:30PM; Bldg/Room: OFF CAMPUS; Location: Pittsburgh, Pennsylvania; Instructor(s): Mcgowan; 
Semester: Spring 2024; Course: 62241; Title: Black and White Photography II; Units: 10.0; Lec/Sec: A; Days: TR; Begin: 02:00PM; End: 04:50PM; Bldg/Room: MM B10D; Location: Pittsburgh, Pennsylvania; Instructor(s): Gruzska; 
Semester: Spring 2024; Course: 62247; Title: Introduction to Hot Glass I:; Units: 3.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 62247; Title: TBA; Units: 3.0; Lec/Sec: A; Days: U; Begin: 09:30AM; End: 12:30PM; Bldg/Room: OFF CAMPUS; Location: Pittsburgh, Pennsylvania; Instructor(s): Mcgowan; 
Semester: Spring 2024; Course: 62247; Title: Introduction to Hot Glass I:; Units: 3.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 62247; Title: TBA; Units: 3.0; Lec/Sec: B; Days: T; Begin: 09:30AM; End: 12:30PM; Bldg/Room: OFF CAMPUS; Location: Pittsburgh, Pennsylvania; Instructor(s): Mcgowan; 
Semester: Spring 2024; Course: 62247; Title: Introduction to Hot Glass I:; Units: 3.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 62247; Title: TBA; Units: 3.0; Lec/Sec: C; Days: R; Begin: 12:30PM; End: 03:30PM; Bldg/Room: OFF CAMPUS; Location: Pittsburgh, Pennsylvania; Instructor(s): Mcgowan; 
Semester: Spring 2024; Course: 62247; Title: Introduction to Hot Glass I:; Units: 3.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 62247; Title: TBA; Units: 3.0; Lec/Sec: D; Days: F; Begin: 12:30PM; End: 03:30PM; Bldg/Room: OFF CAMPUS; Location: Pittsburgh, Pennsylvania; Instructor(s): Mcgowan; 
Semester: Spring 2024; Course: 62247; Title: Introduction to Hot Glass I:; Units: 3.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 62247; Title: TBA; Units: 3.0; Lec/Sec: E; Days: S; Begin: 03:30PM; End: 06:30PM; Bldg/Room: OFF CAMPUS; Location: Pittsburgh, Pennsylvania; Instructor(s): Mcgowan; 
Semester: Spring 2024; Course: 62247; Title: Introduction to Hot Glass I:; Units: 3.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 62247; Title: TBA; Units: 3.0; Lec/Sec: F; Days: S; Begin: 06:30PM; End: 09:30PM; Bldg/Room: OFF CAMPUS; Location: Pittsburgh, Pennsylvania; Instructor(s): Mcgowan; 
Semester: Spring 2024; Course: 62275; Title: Fundamentals of Computational Design; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 11:00AM; End: 12:20PM; Bldg/Room: CFA 214; Location: Pittsburgh, Pennsylvania; Instructor(s): Noel; 
Semester: Spring 2024; Course: 62276; Title: Photography and the Ephemeral; Units: 10.0; Lec/Sec: A; Days: F; Begin: 08:00AM; End: 10:50AM; Bldg/Room: MM B14; Location: Pittsburgh, Pennsylvania; Instructor(s): Martello; 
Semester: Spring 2024; Course: 62276; Title: Photography and the Ephemeral; Units: 10.0; Lec/Sec: ; Days: F; Begin: 02:00PM; End: 04:50PM; Bldg/Room: MM B14; Location: Pittsburgh, Pennsylvania; 
Semester: Spring 2024; Course: 62344; Title: Introduction to Mosaics:; Units: 3.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 62344; Title: TBA; Units: 3.0; Lec/Sec: A; Days: U; Begin: 03:00PM; End: 06:00PM; Bldg/Room: OFF CAMPUS; Location: Pittsburgh, Pennsylvania; Instructor(s): Mcgowan; 
Semester: Spring 2024; Course: 62347; Title: Hot Glass II:; Units: 3.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 62347; Title: TBA; Units: 3.0; Lec/Sec: A; Days: T; Begin: 12:30PM; End: 03:30PM; Bldg/Room: OFF CAMPUS; Location: Pittsburgh, Pennsylvania; Instructor(s): Mcgowan; 
Semester: Spring 2024; Course: 62347; Title: Hot Glass II:; Units: 3.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 62347; Title: TBA; Units: 3.0; Lec/Sec: B; Days: S; Begin: 12:30PM; End: 03:30PM; Bldg/Room: OFF CAMPUS; Location: Pittsburgh, Pennsylvania; Instructor(s): Mcgowan; 
Semester: Spring 2024; Course: 62348; Title: Interdisciplinary Independent Study; Units: 3,6,9,12; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Oresick; 
Semester: Spring 2024; Course: 62348; Title: Interdisciplinary Independent Study; Units: 3,6,9,12; Lec/Sec: B; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Cupkova; 
Semester: Spring 2024; Course: 62360; Title: Photographers and Photography Since World War II; Units: 9.0; Lec/Sec: A; Days: M; Begin: 07:00PM; End: 09:50PM; Bldg/Room: PH A18B; Location: Pittsburgh, Pennsylvania; Instructor(s): May; 
Semester: Spring 2024; Course: 62375; Title: Large Format Photography: The Antiquarian Avant-Garde; Units: 10.0; Lec/Sec: A; Days: TR; Begin: 08:00AM; End: 10:50AM; Bldg/Room: MM B10; Location: Pittsburgh, Pennsylvania; Instructor(s): Blum; 
Semester: Spring 2024; Course: 62397; Title: Independent Study: Topics in Photography; Units: 2.0; Lec/Sec: A4; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Gruzska; 
Semester: Spring 2024; Course: 62398; Title: Interdisciplinary Independent Study: Topics in Photography; Units: 5,10; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Vitone; 
Semester: Spring 2024; Course: 62398; Title: Interdisciplinary Independent Study: Topics in Photography; Units: 5,10; Lec/Sec: B; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Gruzska; 
Semester: Spring 2024; Course: 62398; Title: Interdisciplinary Independent Study: Topics in Photography; Units: 5,10; Lec/Sec: C; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Oresick; 
Semester: Spring 2024; Course: 62398; Title: Interdisciplinary Independent Study: Topics in Photography; Units: 5,10; Lec/Sec: D; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Carroll; 
Semester: Spring 2024; Course: 62398; Title: Interdisciplinary Independent Study: Topics in Photography; Units: 5,10; Lec/Sec: E; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Hsu; 
Semester: Spring 2024; Course: 62398; Title: Interdisciplinary Independent Study: Topics in Photography; Units: 5,10; Lec/Sec: H; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Martello; 
Semester: Spring 2024; Course: 62398; Title: Interdisciplinary Independent Study: Topics in Photography; Units: 5,10; Lec/Sec: I; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Blum; 
Semester: Spring 2024; Course: 62398; Title: Interdisciplinary Independent Study: Topics in Photography; Units: 5,10; Lec/Sec: J; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Mantle; 
Semester: Spring 2024; Course: 62398; Title: Interdisciplinary Independent Study: Topics in Photography; Units: 5,10; Lec/Sec: K; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Antonelli; 
Semester: Spring 2024; Course: 62408; Title: Theater Architecture I; Units: 6.0; Lec/Sec: A3; Days: R; Begin: 11:00AM; End: 12:50PM; Bldg/Room: MM 321; Location: Pittsburgh, Pennsylvania; Instructor(s): Block, Hayes; 
Semester: Spring 2024; Course: 62418; Title: Theater Architecture II; Units: VAR; Lec/Sec: A4; Days: R; Begin: 11:00AM; End: 12:50PM; Bldg/Room: MM 321; Location: Pittsburgh, Pennsylvania; Instructor(s): Hayes, Block; 
Semester: Spring 2024; Course: 62446; Title: Advanced Hot Glass:; Units: 3.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 62446; Title: TBA; Units: 3.0; Lec/Sec: A; Days: R; Begin: 09:30AM; End: 12:30PM; Bldg/Room: OFF CAMPUS; Location: Pittsburgh, Pennsylvania; Instructor(s): Mcgowan; 
Semester: Spring 2024; Course: 62450; Title: Introduction to Flameworking:; Units: 3.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 62450; Title: TBA; Units: 3.0; Lec/Sec: A; Days: T; Begin: 09:30AM; End: 12:30PM; Bldg/Room: OFF CAMPUS; Location: Pittsburgh, Pennsylvania; Instructor(s): Mcgowan; 
Semester: Spring 2024; Course: 62450; Title: Introduction to Flameworking:; Units: 3.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 62450; Title: TBA; Units: 3.0; Lec/Sec: B; Days: F; Begin: 09:30AM; End: 12:30PM; Bldg/Room: OFF CAMPUS; Location: Pittsburgh, Pennsylvania; Instructor(s): Mcgowan; 
Semester: Spring 2024; Course: 62450; Title: Introduction to Flameworking:; Units: 3.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 62450; Title: TBA; Units: 3.0; Lec/Sec: C; Days: S; Begin: 09:30AM; End: 12:30PM; Bldg/Room: OFF CAMPUS; Location: Pittsburgh, Pennsylvania; Instructor(s): Mcgowan; 
Semester: Spring 2024; Course: 62459; Title: Intro to Stained Glass:; Units: 3.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 62459; Title: TBA; Units: 3.0; Lec/Sec: A; Days: R; Begin: 09:30AM; End: 12:30PM; Bldg/Room: OFF CAMPUS; Location: Pittsburgh, Pennsylvania; Instructor(s): Mcgowan; 
Semester: Spring 2024; Course: 62459; Title: TBA; Units: 3.0; Lec/Sec: B; Days: S; Begin: 01:00PM; End: 04:00PM; Bldg/Room: OFF CAMPUS; Location: Pittsburgh, Pennsylvania; Instructor(s): Mcgowan; 
Semester: Spring 2024; Course: 62462; Title: Flame 2: The Next Step:; Units: 3.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 62462; Title: TBA; Units: 3.0; Lec/Sec: A; Days: W; Begin: 09:30AM; End: 12:30PM; Bldg/Room: OFF CAMPUS; Location: Pittsburgh, Pennsylvania; Instructor(s): Mcgowan; 
Semester: Spring 2024; Course: 62462; Title: Flame 2: The Next Step:; Units: 3.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 62462; Title: TBA; Units: 3.0; Lec/Sec: B; Days: R; Begin: 12:30PM; End: 03:30PM; Bldg/Room: OFF CAMPUS; Location: Pittsburgh, Pennsylvania; Instructor(s): Mcgowan; 
Semester: Spring 2024; Course: 62462; Title: Flame 2: The Next Step:; Units: 3.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 62462; Title: TBA; Units: 3.0; Lec/Sec: C; Days: U; Begin: 09:30AM; End: 12:30PM; Bldg/Room: OFF CAMPUS; Location: Pittsburgh, Pennsylvania; Instructor(s): Mcgowan; 
Semester: Spring 2024; Course: 62469; Title: Intermediate Stained Glass; Units: 3.0; Lec/Sec: A; Days: S; Begin: 09:30AM; End: 12:30PM; Bldg/Room: OFF CAMPUS; Location: Pittsburgh, Pennsylvania; Instructor(s): Mcgowan; 
Semester: Spring 2024; Course: 62474; Title: Photobook; Units: 10.0; Lec/Sec: A; Days: MW; Begin: 02:00PM; End: 04:50PM; Bldg/Room: CFA 310; Location: Pittsburgh, Pennsylvania; Instructor(s): Beck; 
Semester: Spring 2024; Course: 62478; Title: IDeATe: digiTOOL:; Units: 9.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 62478; Title: IDeATe: digiTOOL; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 12:30PM; End: 01:50PM; Bldg/Room: HL A5; Location: Pittsburgh, Pennsylvania; Instructor(s): Patton; 
Semester: Spring 2024; Course: 62525; Title: Urban Nature, Architecture and the Modern South Asian City; Units: 9.0; Lec/Sec: A; Days: W; Begin: 09:30AM; End: 12:20PM; Bldg/Room: CFA 206A; Location: Pittsburgh, Pennsylvania; Instructor(s): Rehman; 
Semester: Spring 2024; Course: 62661; Title: Interaction and Expression using Pausch Bridge Lighting; Units: 4.0; Lec/Sec: A4; Days: R; Begin: 05:00PM; End: 06:20PM; Bldg/Room: GHC 4301; Location: Pittsburgh, Pennsylvania; Instructor(s): Zeglin, Limauro; 
Semester: Spring 2024; Course: 62706; Title: Generative Systems for Design; Units: VAR; Lec/Sec: A; Days: TR; Begin: 02:00PM; End: 03:20PM; Bldg/Room: CFA 317; Location: Pittsburgh, Pennsylvania; Instructor(s): Liu; 
Semester: Spring 2024; Course: 62708; Title: Theater Architecture I; Units: VAR; Lec/Sec: A3; Days: R; Begin: 11:00AM; End: 12:50PM; Bldg/Room: MM 321; Location: Pittsburgh, Pennsylvania; Instructor(s): Block, Hayes; 
Semester: Spring 2024; Course: 62718; Title: Theater Architecture II; Units: VAR; Lec/Sec: A4; Days: R; Begin: 11:00AM; End: 12:50PM; Bldg/Room: MM 321; Location: Pittsburgh, Pennsylvania; Instructor(s): Hayes, Block; 
Semester: Spring 2024; Course: 62725; Title: Urban Nature, Architecture and the Modern South Asian City; Units: 9.0; Lec/Sec: A; Days: W; Begin: 09:30AM; End: 12:20PM; Bldg/Room: CFA 206A; Location: Pittsburgh, Pennsylvania; Instructor(s): Rehman; 
Semester: Spring 2024; Course: 62743; Title: Research Studio: Arts Futures; Units: 6.0; Lec/Sec: A; Days: W; Begin: 12:30PM; End: 01:50PM; Bldg/Room: HBH 1208; Location: Pittsburgh, Pennsylvania; Instructor(s): Crawford; 
Semester: Spring 2024; Course: 62815; Title: Audience Engagement and User-Experience Design; Units: 6.0; Lec/Sec: A4; Days: TR; Begin: 02:00PM; End: 03:20PM; Bldg/Room: HBH 1202; Location: Pittsburgh, Pennsylvania; Instructor(s): Crawford; 
Semester: Spring 2024; Course: 62837; Title: Leading with Equity and Inclusion; Units: 6.0; Lec/Sec: A3; Days: M; Begin: 06:30PM; End: 09:20PM; Bldg/Room: HBH 2003; Location: Pittsburgh, Pennsylvania; Instructor(s): Stewart; 
Semester: Spring 2024; Course: 62846; Title: Cultural Policy & Advocacy in the US; Units: 6.0; Lec/Sec: A3; Days: R; Begin: 06:30PM; End: 09:20PM; Bldg/Room: HBH 1006; Location: Pittsburgh, Pennsylvania; Instructor(s): Poulin; 
Semester: Spring 2024; Course: CIT Interdisciplinary; Title: Cultural Policy & Advocacy in the US; Units: 6.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; Instructor(s): ; 
Semester: Spring 2024; Course: 39210; Title: Experiential Learning I; Units: 0.0; Lec/Sec: B; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Zapanta, Larsen, Bonime, Kissel, Shukla; 
Semester: Spring 2024; Course: 39220; Title: Experiential Learning II; Units: 0.0; Lec/Sec: B; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Zapanta, Larsen, Shukla, Kissel, Bonime; 
Semester: Spring 2024; Course: 39245; Title: Rapid Prototype Design:; Units: 9.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 39245; Title: Rapid Prototype Design; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 03:30PM; End: 04:50PM; Bldg/Room: HL A5; Location: Pittsburgh, Pennsylvania; Instructor(s): Finger; 
Semester: Spring 2024; Course: 39250; Title: CIT Undergraduate Projects; Units: 0-18; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Instructor TBA; 
Semester: Spring 2024; Course: 39251; Title: CIT Undergraduate Projects; Units: 0-18; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Instructor TBA; 
Semester: Spring 2024; Course: 39310; Title: Experiential Learning III; Units: 0.0; Lec/Sec: B; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Kissel, Zapanta, Larsen, Shukla, Bonime; 
Semester: Spring 2024; Course: 39402; Title: Leadership Development Seminar; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 02:00PM; End: 03:20PM; Bldg/Room: WW 123; Location: Pittsburgh, Pennsylvania; Instructor(s): Krieg; 
Semester: Spring 2024; Course: 39402; Title: Leadership Development Seminar; Units: 9.0; Lec/Sec: B; Days: TR; Begin: 03:30PM; End: 04:50PM; Bldg/Room: WW 123; Location: Pittsburgh, Pennsylvania; Instructor(s): Williamson; 
Semester: Spring 2024; Course: 39405; Title: CIT Leadership Independent Study; Units: 9.0; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Murphy; 
Semester: Spring 2024; Course: 39447; Title: CIT Undergraduate Interdisciplinary Design Project; Units: 3-24; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Ayoob; 
Semester: Spring 2024; Course: 39500; Title: Honors Research Project; Units: 1-36; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Larsen; 
Semester: Spring 2024; Course: 39603; Title: Additive Manufacturing Laboratory:; Units: 12.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 39603; Title: Additive Manufacturing Laboratory; Units: 12.0; Lec/Sec: A; Days: MW; Begin: 10:00AM; End: 11:50AM; Bldg/Room: PH A22; Location: Pittsburgh, Pennsylvania; Instructor(s): Narra; 
Semester: Spring 2024; Course: 39611; Title: Energy Demand and Utilization:; Units: 6.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 39611; Title: Energy Demand and Utilization; Units: 6.0; Lec/Sec: A3; Days: TR; Begin: 10:00AM; End: 11:50AM; Bldg/Room: WEH 5421; Location: Pittsburgh, Pennsylvania; Instructor(s): Blackhurst; 
Semester: Spring 2024; Course: 39612; Title: Energy Policy and Economics; Units: 6.0; Lec/Sec: A4; Days: TR; Begin: 10:00AM; End: 11:50AM; Bldg/Room: HH B131; Location: Pittsburgh, Pennsylvania; Instructor(s): Muller; 
Semester: Spring 2024; Course: 39646; Title: Independent Study Interaction Design Studio; Units: 1-12; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Instructor TBA; 
Semester: Spring 2024; Course: 39647; Title: Special Topics in Design; Units: 3-18; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Instructor TBA; 
Semester: Spring 2024; Course: 39648; Title: Rapid Prototyping of Computer Systems:; Units: 12.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
