Semester: Fall 2023; Course: Course; Title: Title; Units: Units; Lec/Sec: Lec/Sec; Days: Days; Begin: Begin; End: End; Bldg/Room: Bldg/Room; Location: Location; Instructor(s): Instructor(s); 
Semester: Spring 2024; Course: 70257; Title: Optimization for Business; Units: 9.0; Lec/Sec: W; Days: UMTR; Begin: 08:45AM; End: 09:35AM; Bldg/Room: CMB 1064; Location: Doha, Qatar; Instructor(s): Yilma; 
Semester: Spring 2024; Course: 70258; Title: Developing Blockchain Use Case; Units: 6.0; Lec/Sec: A4; Days: MW; Begin: 07:00PM; End: 08:20PM; Bldg/Room: TEP 3801; Location: Pittsburgh, Pennsylvania; Instructor(s): Zetlin-Jones; 
Semester: Spring 2024; Course: 70304; Title: Business Leadership Endeavor III; Units: 3.0; Lec/Sec: A3; Days: R; Begin: 09:30AM; End: 10:50AM; Bldg/Room: TEP 3808; Location: Pittsburgh, Pennsylvania; Instructor(s): Jafry O'Connor; 
Semester: Spring 2024; Course: 70304; Title: Business Leadership Endeavor III:; Units: 3.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 70304; Title: TBA; Units: 3.0; Lec/Sec: B3; Days: R; Begin: 11:00AM; End: 12:20PM; Bldg/Room: TEP 3808; Location: Pittsburgh, Pennsylvania; Instructor(s): Jafry O'Connor; 
Semester: Spring 2024; Course: 70304; Title: Business Leadership Endeavor III:; Units: 3.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 70304; Title: TBA; Units: 3.0; Lec/Sec: C3; Days: R; Begin: 02:00PM; End: 03:20PM; Bldg/Room: TEP 3808; Location: Pittsburgh, Pennsylvania; Instructor(s): Jafry O'Connor; 
Semester: Spring 2024; Course: 70311; Title: Organizational Behavior; Units: 9.0; Lec/Sec: A; Days: MW; Begin: 11:00AM; End: 12:20PM; Bldg/Room: TEP 2700; Location: Pittsburgh, Pennsylvania; Instructor(s): Rulke; 
Semester: Spring 2024; Course: 70311; Title: Organizational Behavior; Units: 9.0; Lec/Sec: B; Days: TR; Begin: 09:30AM; End: 10:50AM; Bldg/Room: TEP 2611; Location: Pittsburgh, Pennsylvania; Instructor(s): Tomprou; 
Semester: Spring 2024; Course: 70311; Title: Organizational Behavior; Units: 9.0; Lec/Sec: C; Days: TR; Begin: 11:00AM; End: 12:20PM; Bldg/Room: TEP 2611; Location: Pittsburgh, Pennsylvania; Instructor(s): Tomprou; 
Semester: Spring 2024; Course: 70311; Title: Organizational Behavior; Units: 9.0; Lec/Sec: W; Days: MW; Begin: 02:30PM; End: 03:45PM; Bldg/Room: CMB 1190; Location: Doha, Qatar; Instructor(s): Haan; 
Semester: Spring 2024; Course: 70321; Title: Negotiation and Conflict Resolution; Units: 9.0; Lec/Sec: A; Days: MW; Begin: 03:30PM; End: 04:50PM; Bldg/Room: TEP 2610; Location: Pittsburgh, Pennsylvania; Instructor(s): Rulke; 
Semester: Spring 2024; Course: 70332; Title: Business, Society and Ethics; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 03:30PM; End: 04:50PM; Bldg/Room: TEP 2611; Location: Pittsburgh, Pennsylvania; Instructor(s): Hornack; 
Semester: Spring 2024; Course: 70332; Title: Business, Society and Ethics; Units: 9.0; Lec/Sec: B; Days: TR; Begin: 07:00PM; End: 08:20PM; Bldg/Room: TEP 2611; Location: Pittsburgh, Pennsylvania; Instructor(s): Hornack; 
Semester: Spring 2024; Course: 70332; Title: Business, Society and Ethics; Units: 9.0; Lec/Sec: W; Days: UTR; Begin: 11:30AM; End: 12:20PM; Bldg/Room: CMB 1199; Location: Doha, Qatar; Instructor(s): Dimitriu; 
Semester: Spring 2024; Course: 70334; Title: Ethics of Emerging Technologies:; Units: 9.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 70334; Title: Ethics of Emerging Technologies; Units: 9.0; Lec/Sec: A; Days: MW; Begin: 12:30PM; End: 01:50PM; Bldg/Room: TEP 2613; Location: Pittsburgh, Pennsylvania; Instructor(s): Leben; 
Semester: Spring 2024; Course: 70340; Title: Business Communications; Units: 9.0; Lec/Sec: A; Days: MW; Begin: 09:30AM; End: 10:50AM; Bldg/Room: TEP 2613; Location: Pittsburgh, Pennsylvania; Instructor(s): Dejeu; 
Semester: Spring 2024; Course: 70340; Title: Business Communications; Units: 9.0; Lec/Sec: B; Days: MW; Begin: 11:00AM; End: 12:20PM; Bldg/Room: TEP 2613; Location: Pittsburgh, Pennsylvania; Instructor(s): Dejeu; 
Semester: Spring 2024; Course: 70340; Title: Business Communications; Units: 9.0; Lec/Sec: C; Days: TR; Begin: 09:30AM; End: 10:50AM; Bldg/Room: TEP 2613; Location: Pittsburgh, Pennsylvania; Instructor(s): Richards; 
Semester: Spring 2024; Course: 70340; Title: Business Communications; Units: 9.0; Lec/Sec: D; Days: TR; Begin: 11:00AM; End: 12:20PM; Bldg/Room: TEP 2613; Location: Pittsburgh, Pennsylvania; Instructor(s): Richards; 
Semester: Spring 2024; Course: 70340; Title: Business Communications:; Units: 9.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 70340; Title: Business Communications; Units: 9.0; Lec/Sec: E; Days: MW; Begin: 11:00AM; End: 12:20PM; Bldg/Room: TEP 3808; Location: Pittsburgh, Pennsylvania; Instructor(s): Walter; 
Semester: Spring 2024; Course: 70341; Title: Team Dynamics and Leadership; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 03:30PM; End: 04:50PM; Bldg/Room: TEP 2612; Location: Pittsburgh, Pennsylvania; Instructor(s): Tomprou; 
Semester: Spring 2024; Course: 70341; Title: Team Dynamics and Leadership; Units: 9.0; Lec/Sec: W; Days: MW; Begin: 11:30AM; End: 12:45PM; Bldg/Room: CMB 1190; Location: Doha, Qatar; Instructor(s): Haan; 
Semester: Spring 2024; Course: 70345; Title: Business Presentations; Units: 9.0; Lec/Sec: A; Days: MW; Begin: 09:30AM; End: 10:50AM; Bldg/Room: TEP 2702; Location: Pittsburgh, Pennsylvania; Instructor(s): Burke; 
Semester: Spring 2024; Course: 70345; Title: Business Presentations; Units: 9.0; Lec/Sec: B; Days: MW; Begin: 11:00AM; End: 12:20PM; Bldg/Room: TEP 2702; Location: Pittsburgh, Pennsylvania; Instructor(s): Bevins; 
Semester: Spring 2024; Course: 70345; Title: Business Presentations; Units: 9.0; Lec/Sec: C; Days: MW; Begin: 12:30PM; End: 01:50PM; Bldg/Room: TEP 2702; Location: Pittsburgh, Pennsylvania; Instructor(s): Bevins; 
Semester: Spring 2024; Course: 70345; Title: Business Presentations; Units: 9.0; Lec/Sec: D; Days: TR; Begin: 02:00PM; End: 03:20PM; Bldg/Room: TEP 2702; Location: Pittsburgh, Pennsylvania; Instructor(s): Depretis; 
Semester: Spring 2024; Course: 70345; Title: Business Presentations; Units: 9.0; Lec/Sec: E; Days: TR; Begin: 03:30PM; End: 04:50PM; Bldg/Room: TEP 2702; Location: Pittsburgh, Pennsylvania; Instructor(s): Depretis; 
Semester: Spring 2024; Course: 70345; Title: Business Presentations; Units: 9.0; Lec/Sec: W; Days: UT; Begin: 11:30AM; End: 12:45PM; Bldg/Room: CMB 1064; Location: Doha, Qatar; Instructor(s): Mcginnis; 
Semester: Spring 2024; Course: 70345; Title: Business Presentations; Units: 9.0; Lec/Sec: X; Days: UT; Begin: 02:30PM; End: 03:45PM; Bldg/Room: CMB 1064; Location: Doha, Qatar; Instructor(s): Mcginnis; 
Semester: Spring 2024; Course: 70350; Title: Acting for Business; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 09:30AM; End: 10:50AM; Bldg/Room: TEP 2702; Location: Pittsburgh, Pennsylvania; Instructor(s): Rivera Lebron; 
Semester: Spring 2024; Course: 70350; Title: Acting for Business; Units: 9.0; Lec/Sec: B; Days: TR; Begin: 11:00AM; End: 12:20PM; Bldg/Room: TEP 2702; Location: Pittsburgh, Pennsylvania; Instructor(s): Rivera Lebron; 
Semester: Spring 2024; Course: 70350; Title: Acting for Business; Units: 9.0; Lec/Sec: C; Days: TR; Begin: 12:30PM; End: 01:50PM; Bldg/Room: TEP 3808; Location: Pittsburgh, Pennsylvania; Instructor(s): Goyette; 
Semester: Spring 2024; Course: 70371; Title: Operations Management; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 12:30PM; End: 01:50PM; Bldg/Room: TEP 2611; Location: Pittsburgh, Pennsylvania; Instructor(s): Akan; 
Semester: Spring 2024; Course: 70371; Title: Operations Management; Units: 9.0; Lec/Sec: B; Days: MW; Begin: 09:30AM; End: 10:50AM; Bldg/Room: TEP 2611; Location: Pittsburgh, Pennsylvania; Instructor(s): Gong; 
Semester: Spring 2024; Course: 70371; Title: Operations Management; Units: 9.0; Lec/Sec: C; Days: MW; Begin: 11:00AM; End: 12:20PM; Bldg/Room: TEP 2611; Location: Pittsburgh, Pennsylvania; Instructor(s): Gong; 
Semester: Spring 2024; Course: 70371; Title: Operations Management; Units: 9.0; Lec/Sec: W; Days: MW; Begin: 11:30AM; End: 12:45PM; Bldg/Room: CMB 2052; Location: Doha, Qatar; Instructor(s): Adeinat; 
Semester: Spring 2024; Course: 70373; Title: Sustainable Operations; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 02:00PM; End: 03:20PM; Bldg/Room: TEP 2613; Location: Pittsburgh, Pennsylvania; Instructor(s): Scheller-Wolf; 
Semester: Spring 2024; Course: 70374; Title: Data Mining & Business Analytics:; Units: 9.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 70374; Title: Data Mining & Business Analytics; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 11:00AM; End: 12:20PM; Bldg/Room: TEP 2612; Location: Pittsburgh, Pennsylvania; Instructor(s): Jiang; 
Semester: Spring 2024; Course: 70374; Title: Data Mining & Business Analytics:; Units: 9.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 70374; Title: Data mining and business analytics; Units: 9.0; Lec/Sec: B; Days: TR; Begin: 12:30PM; End: 01:50PM; Bldg/Room: TEP 2612; Location: Pittsburgh, Pennsylvania; Instructor(s): Jiang; 
Semester: Spring 2024; Course: 70374; Title: Data Mining & Business Analytics:; Units: 9.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 70374; Title: TBA; Units: 9.0; Lec/Sec: W; Days: MW; Begin: 11:30AM; End: 12:45PM; Bldg/Room: CMB 1032; Location: Doha, Qatar; Instructor(s): Safak; 
Semester: Spring 2024; Course: 70381; Title: Marketing I; Units: 9.0; Lec/Sec: A; Days: MW; Begin: 12:30PM; End: 01:50PM; Bldg/Room: TEP 2611; Location: Pittsburgh, Pennsylvania; Instructor(s): Stuettgen; 
Semester: Spring 2024; Course: 70381; Title: Marketing I; Units: 9.0; Lec/Sec: B; Days: MW; Begin: 08:00AM; End: 09:20AM; Bldg/Room: TEP 2700; Location: Pittsburgh, Pennsylvania; Instructor(s): Lu; 
Semester: Spring 2024; Course: 70381; Title: Marketing I; Units: 9.0; Lec/Sec: C; Days: MW; Begin: 03:30PM; End: 04:50PM; Bldg/Room: TEP 2611; Location: Pittsburgh, Pennsylvania; Instructor(s): Murphy; 
Semester: Spring 2024; Course: 70381; Title: Marketing I; Units: 9.0; Lec/Sec: W; Days: UT; Begin: 10:00AM; End: 11:15AM; Bldg/Room: CMB 1199; Location: Doha, Qatar; Instructor(s): Sharma; 
Semester: Spring 2024; Course: 70385; Title: Consumer Behavior; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 09:30AM; End: 10:50AM; Bldg/Room: TEP 2700; Location: Pittsburgh, Pennsylvania; Instructor(s): Olivola; 
Semester: Spring 2024; Course: 70385; Title: Consumer Behavior; Units: 9.0; Lec/Sec: W; Days: UT; Begin: 02:30PM; End: 03:45PM; Bldg/Room: CMB 1199; Location: Doha, Qatar; Instructor(s): Sharma; 
Semester: Spring 2024; Course: 70387; Title: Strategy for High-Tech Products and Services; Units: 9.0; Lec/Sec: W; Days: MW; Begin: 04:00PM; End: 05:15PM; Bldg/Room: CMB 1199; Location: Doha, Qatar; Instructor(s): Fadlallah; 
Semester: Spring 2024; Course: 70388; Title: Islamic Finance; Units: 9.0; Lec/Sec: W; Days: MW; Begin: 08:30AM; End: 09:45AM; Bldg/Room: CMB 3178; Location: Doha, Qatar; Instructor(s): Farooqi; 
Semester: Spring 2024; Course: 70389; Title: Design Thinking for Business: Creative Solutions for Complex Problems; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 02:00PM; End: 03:20PM; Bldg/Room: TEP 2610; Location: Pittsburgh, Pennsylvania; Instructor(s): Chapman; 
Semester: Spring 2024; Course: 70391; Title: Finance; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 02:00PM; End: 03:20PM; Bldg/Room: TEP 2700; Location: Pittsburgh, Pennsylvania; Instructor(s): Mayer; 
Semester: Spring 2024; Course: 70391; Title: Finance; Units: 9.0; Lec/Sec: B; Days: TR; Begin: 03:30PM; End: 04:50PM; Bldg/Room: TEP 2700; Location: Pittsburgh, Pennsylvania; Instructor(s): Mayer; 
Semester: Spring 2024; Course: 70391; Title: Finance; Units: 9.0; Lec/Sec: W; Days: MW; Begin: 10:00AM; End: 11:15AM; Bldg/Room: CMB 3178; Location: Doha, Qatar; Instructor(s): Farooqi; 
Semester: Spring 2024; Course: 70396; Title: Applied Business AI; Units: 6.0; Lec/Sec: A4; Days: MW; Begin: 02:00PM; End: 03:20PM; Bldg/Room: TEP 2701; Location: Pittsburgh, Pennsylvania; Instructor(s): Routledge, Merso; 
Semester: Spring 2024; Course: 70401; Title: Management Game; Units: 12.0; Lec/Sec: A; Days: MW; Begin: 12:30PM; End: 01:50PM; Bldg/Room: TEP 2612; Location: Pittsburgh, Pennsylvania; Instructor(s): Brecker; 
Semester: Spring 2024; Course: 70401; Title: Management Game:; Units: 12.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 70401; Title: TBA; Units: 12.0; Lec/Sec: B; Days: MW; Begin: 03:30PM; End: 04:50PM; Bldg/Room: TEP 2700; Location: Pittsburgh, Pennsylvania; Instructor(s): Brecker; 
Semester: Spring 2024; Course: 70401; Title: TBA; Units: 12.0; Lec/Sec: W; Days: MW; Begin: 10:00AM; End: 11:15AM; Bldg/Room: CMB 1064; Location: Doha, Qatar; Instructor(s): Fadlallah; 
Semester: Spring 2024; Course: 70409; Title: Innovation and Entrepreneurship in Emerging Markets; Units: 9.0; Lec/Sec: W; Days: MW; Begin: 04:00PM; End: 05:15PM; Bldg/Room: CMB 1031; Location: Doha, Qatar; Instructor(s): Hakim; 
Semester: Spring 2024; Course: 70415; Title: Introduction to Entrepreneurship; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 09:30AM; End: 10:50AM; Bldg/Room: TEP 2610; Location: Pittsburgh, Pennsylvania; Instructor(s): Motley; 
Semester: Spring 2024; Course: 70415; Title: Introduction to Entrepreneurship; Units: 9.0; Lec/Sec: B; Days: TR; Begin: 12:30PM; End: 01:50PM; Bldg/Room: TEP 3801; Location: Pittsburgh, Pennsylvania; Instructor(s): Motley; 
Semester: Spring 2024; Course: 70416; Title: New Venture Creation:; Units: 9.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 70416; Title: New Venture Creation; Units: 9.0; Lec/Sec: A; Days: M; Begin: 07:00PM; End: 09:40PM; Bldg/Room: TEP 2700; Location: Pittsburgh, Pennsylvania; Instructor(s): Mawhinney; 
Semester: Spring 2024; Course: 70416; Title: New Venture Creation; Units: 9.0; Lec/Sec: W; Days: MW; Begin: 11:30AM; End: 12:45PM; Bldg/Room: CMB 1031; Location: Doha, Qatar; Instructor(s): Hakim; 
Semester: Spring 2024; Course: 70432; Title: Diversity, Equity, & Inclusion and Business Strategy:; Units: 9.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 70432; Title: TBA; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 11:00AM; End: 12:20PM; Bldg/Room: TEP 2610; Location: Pittsburgh, Pennsylvania; Instructor(s): Major; 
Semester: Spring 2024; Course: 70436; Title: Applied Projects for Business and Economics; Units: 9.0; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Keshav; 
Semester: Spring 2024; Course: 70443; Title: Digital Marketing and Social Media Strategy; Units: 9.0; Lec/Sec: A; Days: MW; Begin: 02:00PM; End: 03:20PM; Bldg/Room: TEP 2611; Location: Pittsburgh, Pennsylvania; Instructor(s): Stuettgen; 
Semester: Spring 2024; Course: 70447; Title: Client Consulting Project: Strategic Management of the Enterprise; Units: 12.0; Lec/Sec: W; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Doha, Qatar; Instructor(s): Farooqi; 
Semester: Spring 2024; Course: 70455; Title: Data Management Fundamentals; Units: 9.0; Lec/Sec: A; Days: MW; Begin: 11:00AM; End: 12:20PM; Bldg/Room: TEP 2701; Location: Pittsburgh, Pennsylvania; Instructor(s): Monroe; 
Semester: Spring 2024; Course: 70458; Title: Advanced Data Management; Units: 9.0; Lec/Sec: A; Days: MW; Begin: 12:30PM; End: 01:50PM; Bldg/Room: TEP 2701; Location: Pittsburgh, Pennsylvania; Instructor(s): Monroe; 
Semester: Spring 2024; Course: 70469; Title: End to End Business Analytics; Units: 9.0; Lec/Sec: W; Days: UT; Begin: 10:00AM; End: 11:15AM; Bldg/Room: CMB 1190; Location: Doha, Qatar; Instructor(s): Mathur; 
Semester: Spring 2024; Course: 70471; Title: Supply Chain Management; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 09:30AM; End: 10:50AM; Bldg/Room: TEP 2612; Location: Pittsburgh, Pennsylvania; Instructor(s): Sul; 
Semester: Spring 2024; Course: 70471; Title: Supply Chain Management; Units: 9.0; Lec/Sec: W; Days: MW; Begin: 02:30PM; End: 03:45PM; Bldg/Room: CMB 2049; Location: Doha, Qatar; Instructor(s): Adeinat; 
Semester: Spring 2024; Course: 70481; Title: Marketing Research; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 12:30PM; End: 01:50PM; Bldg/Room: TEP 2610; Location: Pittsburgh, Pennsylvania; Instructor(s): Stuettgen; 
Semester: Spring 2024; Course: 70482; Title: Pricing Strategy; Units: 9.0; Lec/Sec: W; Days: UT; Begin: 04:00PM; End: 05:15PM; Bldg/Room: CMB 2049; Location: Doha, Qatar; Instructor(s): Mathur; 
Semester: Spring 2024; Course: 70485; Title: Product and Brand Management:; Units: 9.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 70485; Title: Product and Brand Management; Units: 9.0; Lec/Sec: A; Days: MW; Begin: 11:00AM; End: 12:20PM; Bldg/Room: TEP 2610; Location: Pittsburgh, Pennsylvania; Instructor(s): Murphy; 
Semester: Spring 2024; Course: 70492; Title: Investment  Analysis:; Units: 9.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 70492; Title: Investment Analysis; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 09:30AM; End: 10:50AM; Bldg/Room: TEP 2701; Location: Pittsburgh, Pennsylvania; Instructor(s): Hollifield; 
Semester: Spring 2024; Course: 70492; Title: Investment Analysis; Units: 9.0; Lec/Sec: B; Days: TR; Begin: 12:30PM; End: 01:50PM; Bldg/Room: TEP 2701; Location: Pittsburgh, Pennsylvania; Instructor(s): Hollifield; 
Semester: Spring 2024; Course: 70492; Title: Investment Analysis; Units: 9.0; Lec/Sec: W; Days: UT; Begin: 02:30PM; End: 03:45PM; Bldg/Room: CMB 2052; Location: Doha, Qatar; Instructor(s): Akguc; 
Semester: Spring 2024; Course: 70493; Title: Valuation and Financial Modeling:; Units: 9.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 70493; Title: Valuation and Financial Modeling; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 11:00AM; End: 12:20PM; Bldg/Room: TEP 2701; Location: Pittsburgh, Pennsylvania; Instructor(s): Barraclough; 
Semester: Spring 2024; Course: 70495; Title: Corporate Finance:; Units: 9.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 70495; Title: Corporate Finance; Units: 9.0; Lec/Sec: A; Days: MW; Begin: 12:30PM; End: 01:50PM; Bldg/Room: TEP 2610; Location: Pittsburgh, Pennsylvania; Instructor(s): Denes; 
Semester: Spring 2024; Course: 70495; Title: Corporate Finance; Units: 9.0; Lec/Sec: B; Days: MW; Begin: 02:00PM; End: 03:20PM; Bldg/Room: TEP 2610; Location: Pittsburgh, Pennsylvania; Instructor(s): Denes; 
Semester: Spring 2024; Course: 70498; Title: Business Language Analytics: Mining Financial Texts and Graphs; Units: 9.0; Lec/Sec: A; Days: MW; Begin: 02:00PM; End: 03:20PM; Bldg/Room: TEP 2612; Location: Pittsburgh, Pennsylvania; Instructor(s): Liang; 
Semester: Spring 2024; Course: 70499; Title: Internship; Units: 3.0; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Jafry O'Connor; 
Semester: Spring 2024; Course: 70500; Title: Honors Thesis I; Units: 3-18; Lec/Sec: W; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Doha, Qatar; Instructor(s): Farooqi; 
Semester: Spring 2024; Course: 70501; Title: Honor Thesis II; Units: 3-18; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Hollifield; 
Semester: Spring 2024; Course: 70501; Title: Honor Thesis II; Units: 3-18; Lec/Sec: W; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Doha, Qatar; Instructor(s): Farooqi; 
Semester: Spring 2024; Course: 70502; Title: Independent Study in Management; Units: 3-18; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Hollifield; 
Semester: Spring 2024; Course: 70502; Title: Independent Study in Management; Units: 3-18; Lec/Sec: W; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Doha, Qatar; Instructor(s): Farooqi; 
Semester: Spring 2024; Course: 70503; Title: Independent Study in Marketing; Units: 3-18; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Hollifield; 
Semester: Spring 2024; Course: 70503; Title: Independent Study in Marketing; Units: 3-18; Lec/Sec: W; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Doha, Qatar; Instructor(s): Farooqi; 
Semester: Spring 2024; Course: 70504; Title: Independent Study in Organizational Behavior; Units: 3-18; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Hollifield; 
Semester: Spring 2024; Course: 70504; Title: Independent Study in Organizational Behavior; Units: 3-18; Lec/Sec: W; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Doha, Qatar; Instructor(s): Farooqi; 
Semester: Spring 2024; Course: 70505; Title: Independent Study in Finance; Units: 3-18; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Hollifield, Liang, Zetlin-Jones; 
Semester: Spring 2024; Course: 70505; Title: Independent Study in Finance; Units: 3-18; Lec/Sec: W; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Doha, Qatar; Instructor(s): Farooqi; 
Semester: Spring 2024; Course: 70506; Title: Independent Study Management Information Systems; Units: 3-18; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Hollifield; 
Semester: Spring 2024; Course: 70506; Title: Independent Study Management Information Systems; Units: 3-18; Lec/Sec: W; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Doha, Qatar; Instructor(s): Farooqi; 
Semester: Spring 2024; Course: 70507; Title: Independent Study in Business Communications; Units: 3-18; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Hollifield; 
Semester: Spring 2024; Course: 70507; Title: Independent Study in Business Communications; Units: 3-18; Lec/Sec: W; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Doha, Qatar; Instructor(s): Farooqi; 
Semester: Spring 2024; Course: 70508; Title: Independent Study in International Management; Units: 3-18; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Hollifield; 
Semester: Spring 2024; Course: 70508; Title: Independent Study in International Management; Units: 3-18; Lec/Sec: W; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Doha, Qatar; Instructor(s): Farooqi; 
Semester: Spring 2024; Course: 70509; Title: Independent Study in Entrepreneurship; Units: 3-18; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Hollifield; 
Semester: Spring 2024; Course: 70509; Title: Independent Study in Entrepreneurship; Units: 3-18; Lec/Sec: W; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Doha, Qatar; Instructor(s): Farooqi; 
Semester: Spring 2024; Course: 70515; Title: Independent Study in Operations Management or Operations Research; Units: VAR; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Hollifield; 
Semester: Spring 2024; Course: CFA Interdisciplinary; Title: Independent Study in Operations Management or Operations Research; Units: VAR; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; Instructor(s): ; 
Semester: Spring 2024; Course: 62123; Title: Digital Media II; Units: 6.0; Lec/Sec: A; Days: M; Begin: 09:00AM; End: 11:50AM; Bldg/Room: CFA 214; Location: Pittsburgh, Pennsylvania; Instructor(s): Huber; 
Semester: Spring 2024; Course: 62126; Title: Drawing II; Units: 6.0; Lec/Sec: A; Days: W; Begin: 09:00AM; End: 11:50AM; Bldg/Room: CFA 214; Location: Pittsburgh, Pennsylvania; Instructor(s): Cooper; 
Semester: Spring 2024; Course: 62141; Title: Black and White Photography I; Units: 10.0; Lec/Sec: A; Days: MW; Begin: 08:00AM; End: 10:50AM; Bldg/Room: MM B10D; Location: Pittsburgh, Pennsylvania; Instructor(s): Antonelli; 
Semester: Spring 2024; Course: 62141; Title: Black and White Photography I; Units: 10.0; Lec/Sec: B; Days: MW; Begin: 02:00PM; End: 04:50PM; Bldg/Room: MM B10D; Location: Pittsburgh, Pennsylvania; Instructor(s): Carroll; 
Semester: Spring 2024; Course: 62141; Title: Black and White Photography I:; Units: 10.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 62141; Title: TBA; Units: 10.0; Lec/Sec: C; Days: MW; Begin: 07:00PM; End: 09:50PM; Bldg/Room: MM B10D; Location: Pittsburgh, Pennsylvania; Instructor(s): Carroll; 
